"HHID"	"PERID"	"CASE"	"ALTNUM"	"NUMALTS"	"CHOSEN"	"IVTT"	"OVTT"	"TVTT"	"COST"	"DIST"	"WKZONE"	"HMZONE"	"RSPOPDEN"	"RSEMPDEN"	"WKPOPDEN"	"WKEMPDEN"	"VEHAVDUM"	"FEMDUM"	"AGE"	"DRLICDUM"	"NONCADUM"	"NUMVEH"	"HHSIZE"	"HHINC"	"FAMTYPE"	"HHOWNDUM"	"NUMEMPHH"	"NUMADLT"	"NMLT5"	"NM5TO11"	"NM12TO16"	"WKCCBD"	"WKNCCBD"	"CORREDIS"	"VEHBYWRK"	"VOCC"	"COSTINC"	"M_TT"	"NM_TT"	"M_IVTT"	"M_OVTT"
6451	2	3453	5	5	0	54.55	2	56.55	0	10.56	247	296	9.86	17.04	22.36	11.67	1	0	74	1	0	1	2	42.5	1	1	1	2	0	0	0	0	0	0	1	1	0		56.55		
6453	2	3454	1	4	1	31.8	4.5	36.3	212.59	22.54	245	363	18.23	98.53	13.03	17.9	1	1	37	1	1	2	4	87.5	3	1	2	2	2	0	0	0	0	0	1	1	2.4296	36.3		31.8	4.5
6453	2	3454	2	4	0	34.9	4.5	39.4	106.3	22.54	245	363	18.23	98.53	13.03	17.9	1	1	37	1	1	2	4	87.5	3	1	2	2	2	0	0	0	0	0	1	1	1.2148571428571429	39.4		34.9	4.5
6453	2	3454	3	4	0	36.9	4.5	41.4	60.74	22.54	245	363	18.23	98.53	13.03	17.9	1	1	37	1	1	2	4	87.5	3	1	2	2	2	0	0	0	0	0	1	1	.6941714285714286	41.4		36.9	4.5
6453	2	3454	4	4	0	76.41	37.72	114.13	75	22.54	245	363	18.23	98.53	13.03	17.9	1	1	37	1	1	2	4	87.5	3	1	2	2	2	0	0	0	0	0	1	1	.8571428571428571	114.13		76.41	37.72
6454	2	3455	1	6	0	3.36	2	5.36	8.63	.75	255	255	14	33.94	14	33.94	1	1	29	1	0	1	2	67.5	8	0	2	2	0	0	0	0	0	0	.5	0	.12785185185185186	5.36		3.36	2
6454	2	3455	2	6	0	8.36	2	10.36	4.32	.75	255	255	14	33.94	14	33.94	1	1	29	1	0	1	2	67.5	8	0	2	2	0	0	0	0	0	0	.5	0	.064	10.36		8.36	2
6454	2	3455	3	6	0	10.36	2	12.36	2.47	.75	255	255	14	33.94	14	33.94	1	1	29	1	0	1	2	67.5	8	0	2	2	0	0	0	0	0	0	.5	0	.03659259259259259	12.36		10.36	2
6454	2	3455	4	6	0	2.48	18.46	20.94	75	.75	255	255	14	33.94	14	33.94	1	1	29	1	0	1	2	67.5	8	0	2	2	0	0	0	0	0	0	.5	0	1.1111111111111112	20.94		2.48	18.46
6454	2	3455	5	6	0	4.95	2	6.95	0	.75	255	255	14	33.94	14	33.94	1	1	29	1	0	1	2	67.5	8	0	2	2	0	0	0	0	0	0	.5	0	0		6.95		
6454	2	3455	6	6	1	0	0	17.4	0	.75	255	255	14	33.94	14	33.94	1	1	29	1	0	1	2	67.5	8	0	2	2	0	0	0	0	0	0	.5	0	0		17.4		
6462	1	3456	1	5	1	7.06	4.5	11.56	23.46	2.27	248	244	12.51	27.62	27.81	36.64	1	0	38	1	0	1	1	112.5	7	1	1	1	0	0	0	0	0	0	1	1	.20853333333333335	11.56		7.06	4.5
6462	1	3456	2	5	0	12.06	4.5	16.56	11.73	2.27	248	244	12.51	27.62	27.81	36.64	1	0	38	1	0	1	1	112.5	7	1	1	1	0	0	0	0	0	0	1	1	.10426666666666667	16.56		12.06	4.5
6462	1	3456	3	5	0	14.06	4.5	18.56	6.7	2.27	248	244	12.51	27.62	27.81	36.64	1	0	38	1	0	1	1	112.5	7	1	1	1	0	0	0	0	0	0	1	1	.059555555555555556	18.56		14.06	4.5
6462	1	3456	4	5	0	8.93	38.68	47.61	75	2.27	248	244	12.51	27.62	27.81	36.64	1	0	38	1	0	1	1	112.5	7	1	1	1	0	0	0	0	0	0	1	1	.6666666666666666	47.61		8.93	38.68
6462	1	3456	6	5	0	0	0	49.9	0	2.27	248	244	12.51	27.62	27.81	36.64	1	0	38	1	0	1	1	112.5	7	1	1	1	0	0	0	0	0	0	1	1	0		49.9		
6466	2	3457	1	6	0	6.22	2	8.22	26.25	2.67	246	248	9.62	30.34	12.51	27.62	1	0	30	1	0	1	4	67.5	3	1	1	2	2	0	0	0	0	0	1	0	.3888888888888889	8.22		6.22	2
6466	2	3457	2	6	0	11.22	2	13.22	13.12	2.67	246	248	9.62	30.34	12.51	27.62	1	0	30	1	0	1	4	67.5	3	1	1	2	2	0	0	0	0	0	1	0	.19437037037037036	13.22		11.22	2
6466	2	3457	3	6	0	13.22	2	15.22	7.5	2.67	246	248	9.62	30.34	12.51	27.62	1	0	30	1	0	1	4	67.5	3	1	1	2	2	0	0	0	0	0	1	0	.1111111111111111	15.22		13.22	2
6466	2	3457	4	6	0	8.47	18	26.47	75	2.67	246	248	9.62	30.34	12.51	27.62	1	0	30	1	0	1	4	67.5	3	1	1	2	2	0	0	0	0	0	1	0	1.1111111111111112	26.47		8.47	18
6466	2	3457	5	6	1	15.05	2	17.05	0	2.67	246	248	9.62	30.34	12.51	27.62	1	0	30	1	0	1	4	67.5	3	1	1	2	2	0	0	0	0	0	1	0	0		17.05		
6466	2	3457	6	6	0	0	0	55.4	0	2.67	246	248	9.62	30.34	12.51	27.62	1	0	30	1	0	1	4	67.5	3	1	1	2	2	0	0	0	0	0	1	0	0		55.4		
6468	1	3458	1	4	0	21.86	3.5	25.36	130.97	14.7	246	348	9.62	30.34	13.22	32.28	1	0	38	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	1.4968	25.36		21.86	3.5
6468	1	3458	2	4	1	25.36	3.5	28.86	68.06	14.7	246	348	9.62	30.34	13.22	32.28	1	0	38	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	.7778285714285714	28.86		25.36	3.5
6468	1	3458	3	4	0	27.36	3.5	30.86	38.89	14.7	246	348	9.62	30.34	13.22	32.28	1	0	38	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	.4444571428571429	30.86		27.36	3.5
6468	1	3458	4	4	0	45.76	39.09	84.85	75	14.7	246	348	9.62	30.34	13.22	32.28	1	0	38	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	.8571428571428571	84.85		45.76	39.09
6468	2	3459	1	4	0	21.86	3.5	25.36	130.97	14.7	246	348	9.62	30.34	13.22	32.28	1	1	34	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	1.4968	25.36		21.86	3.5
6468	2	3459	2	4	1	25.36	3.5	28.86	68.06	14.7	246	348	9.62	30.34	13.22	32.28	1	1	34	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	.7778285714285714	28.86		25.36	3.5
6468	2	3459	3	4	0	27.36	3.5	30.86	38.89	14.7	246	348	9.62	30.34	13.22	32.28	1	1	34	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	.4444571428571429	30.86		27.36	3.5
6468	2	3459	4	4	0	45.76	39.09	84.85	75	14.7	246	348	9.62	30.34	13.22	32.28	1	1	34	1	0	2	3	87.5	10	1	2	3	0	0	0	0	0	0	1	2	.8571428571428571	84.85		45.76	39.09
6471	2	3460	1	4	1	25.52	3.5	29.02	152.77	17.18	246	178	9.62	30.34	20.8	28.71	1	0	43	1	0	2	4	32.5	3	1	2	2	0	1	1	0	0	0	1	1	4.700615384615385	29.02		25.52	3.5
6471	2	3460	2	4	0	30.52	3.5	34.02	76.39	17.18	246	178	9.62	30.34	20.8	28.71	1	0	43	1	0	2	4	32.5	3	1	2	2	0	1	1	0	0	0	1	1	2.3504615384615386	34.02		30.52	3.5
6471	2	3460	3	4	0	32.52	3.5	36.02	43.65	17.18	246	178	9.62	30.34	20.8	28.71	1	0	43	1	0	2	4	32.5	3	1	2	2	0	1	1	0	0	0	1	1	1.343076923076923	36.02		32.52	3.5
6471	2	3460	4	4	0	29.22	15.6	44.82	121.6	17.18	246	178	9.62	30.34	20.8	28.71	1	0	43	1	0	2	4	32.5	3	1	2	2	0	1	1	0	0	0	1	1	3.7415384615384615	44.82		29.22	15.6
6474	3	3461	1	6	1	9.76	6	15.76	32.09	3.31	245	232	18.23	98.53	22.99	15.55	1	1	24	1	0	3	3	112.5	99	0	3	3	0	0	0	0	0	0	1	1	.28524444444444447	15.76		9.76	6
6474	3	3461	2	6	0	14.76	6	20.76	16.04	3.31	245	232	18.23	98.53	22.99	15.55	1	1	24	1	0	3	3	112.5	99	0	3	3	0	0	0	0	0	0	1	1	.14257777777777778	20.76		14.76	6
6474	3	3461	3	6	0	16.76	6	22.76	9.17	3.31	245	232	18.23	98.53	22.99	15.55	1	1	24	1	0	3	3	112.5	99	0	3	3	0	0	0	0	0	0	1	1	.0815111111111111	22.76		16.76	6
6474	3	3461	4	6	0	24.53	21.4	45.93	60	3.31	245	232	18.23	98.53	22.99	15.55	1	1	24	1	0	3	3	112.5	99	0	3	3	0	0	0	0	0	0	1	1	.5333333333333333	45.93		24.53	21.4
6474	3	3461	5	6	0	18.4	6	24.4	0	3.31	245	232	18.23	98.53	22.99	15.55	1	1	24	1	0	3	3	112.5	99	0	3	3	0	0	0	0	0	0	1	1	0		24.4		
6474	3	3461	6	6	0	0	0	72.2	0	3.31	245	232	18.23	98.53	22.99	15.55	1	1	24	1	0	3	3	112.5	99	0	3	3	0	0	0	0	0	0	1	1	0		72.2		
6476	1	3462	1	6	1	9.76	6	15.76	32.09	3.31	245	232	18.23	98.53	22.99	15.55	1	1	41	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.3667428571428572	15.76		9.76	6
6476	1	3462	2	6	0	14.76	6	20.76	16.04	3.31	245	232	18.23	98.53	22.99	15.55	1	1	41	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.1833142857142857	20.76		14.76	6
6476	1	3462	3	6	0	16.76	6	22.76	9.17	3.31	245	232	18.23	98.53	22.99	15.55	1	1	41	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.1048	22.76		16.76	6
6476	1	3462	4	6	0	24.53	21.4	45.93	60	3.31	245	232	18.23	98.53	22.99	15.55	1	1	41	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.6857142857142857	45.93		24.53	21.4
6476	1	3462	5	6	0	18.4	6	24.4	0	3.31	245	232	18.23	98.53	22.99	15.55	1	1	41	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	0		24.4		
6476	1	3462	6	6	0	0	0	72.2	0	3.31	245	232	18.23	98.53	22.99	15.55	1	1	41	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	0		72.2		
6479	1	3463	1	4	1	10.24	4.5	14.74	46.13	4.86	302	318	22.22	35.91	21.97	15.07	1	0	25	1	0	1	1	42.5	7	0	1	1	0	0	0	0	0	0	1	1	1.0854117647058825	14.74		10.24	4.5
6479	1	3463	2	4	0	15.04	4.5	19.54	23.02	4.86	302	318	22.22	35.91	21.97	15.07	1	0	25	1	0	1	1	42.5	7	0	1	1	0	0	0	0	0	0	1	1	.5416470588235294	19.54		15.04	4.5
6479	1	3463	3	4	0	17.04	4.5	21.54	13.15	4.86	302	318	22.22	35.91	21.97	15.07	1	0	25	1	0	1	1	42.5	7	0	1	1	0	0	0	0	0	0	1	1	.3094117647058824	21.54		17.04	4.5
6479	1	3463	4	4	0	16.33	33.9	50.23	75	4.86	302	318	22.22	35.91	21.97	15.07	1	0	25	1	0	1	1	42.5	7	0	1	1	0	0	0	0	0	0	1	1	1.7647058823529411	50.23		16.33	33.9
6480	2	3464	1	4	1	21.4	2	23.4	143.1	16.2	248	323	12.51	27.62	18.4	14.6	1	0	64	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	1.6354285714285715	23.4		21.4	2
6480	2	3464	2	4	0	24.7	2	26.7	71.55	16.2	248	323	12.51	27.62	18.4	14.6	1	0	64	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	.8177142857142857	26.7		24.7	2
6480	2	3464	3	4	0	26.7	2	28.7	40.88	16.2	248	323	12.51	27.62	18.4	14.6	1	0	64	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	.4672	28.7		26.7	2
6480	2	3464	4	4	0	20.24	61.2	81.44	225	16.2	248	323	12.51	27.62	18.4	14.6	1	0	64	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	2.5714285714285716	81.44		20.24	61.2
6482	1	3465	1	6	0	5.42	8	13.42	10.03	.81	245	245	18.23	98.53	18.23	98.53	1	1	28	1	0	1	1	37.5	7	0	1	1	0	0	0	0	0	0	1	0	.26746666666666663	13.42		5.42	8
6482	1	3465	2	6	0	10.42	8	18.42	5.01	.81	245	245	18.23	98.53	18.23	98.53	1	1	28	1	0	1	1	37.5	7	0	1	1	0	0	0	0	0	0	1	0	.1336	18.42		10.42	8
6482	1	3465	3	6	0	12.42	8	20.42	2.87	.81	245	245	18.23	98.53	18.23	98.53	1	1	28	1	0	1	1	37.5	7	0	1	1	0	0	0	0	0	0	1	0	.07653333333333334	20.42		12.42	8
6482	1	3465	4	6	0	1.88	13.71	15.59	75	.81	245	245	18.23	98.53	18.23	98.53	1	1	28	1	0	1	1	37.5	7	0	1	1	0	0	0	0	0	0	1	0	2	15.59		1.88	13.71
6482	1	3465	5	6	0	5.75	8	13.75	0	.81	245	245	18.23	98.53	18.23	98.53	1	1	28	1	0	1	1	37.5	7	0	1	1	0	0	0	0	0	0	1	0	0		13.75		
6482	1	3465	6	6	1	0	0	23	0	.81	245	245	18.23	98.53	18.23	98.53	1	1	28	1	0	1	1	37.5	7	0	1	1	0	0	0	0	0	0	1	0	0		23		
6483	1	3466	1	6	0	3.88	2	5.88	9.94	.88	247	247	9.86	17.04	9.86	17.04	1	1	40	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	3	.06855172413793104	5.88		3.88	2
6483	1	3466	2	6	0	8.88	2	10.88	4.97	.88	247	247	9.86	17.04	9.86	17.04	1	1	40	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	3	.03427586206896552	10.88		8.88	2
6483	1	3466	3	6	1	10.88	2	12.88	2.84	.88	247	247	9.86	17.04	9.86	17.04	1	1	40	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	3	.019586206896551724	12.88		10.88	2
6483	1	3466	4	6	0	1.54	15.69	17.23	75	.88	247	247	9.86	17.04	9.86	17.04	1	1	40	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	3	.5172413793103449	17.23		1.54	15.69
6483	1	3466	5	6	0	5.7	2	7.7	0	.88	247	247	9.86	17.04	9.86	17.04	1	1	40	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	3	0		7.7		
6483	1	3466	6	6	0	0	0	19.6	0	.88	247	247	9.86	17.04	9.86	17.04	1	1	40	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	3	0		19.6		
6483	2	3467	1	6	1	5.1	5.5	10.6	18.14	1.78	247	245	9.86	17.04	18.23	98.53	1	0	44	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	1	.12510344827586206	10.6		5.1	5.5
6483	2	3467	2	6	0	10.1	5.5	15.6	9.07	1.78	247	245	9.86	17.04	18.23	98.53	1	0	44	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	1	.06255172413793103	15.6		10.1	5.5
6483	2	3467	3	6	0	12.1	5.5	17.6	5.18	1.78	247	245	9.86	17.04	18.23	98.53	1	0	44	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	1	.03572413793103448	17.6		12.1	5.5
6483	2	3467	4	6	0	6.6	22.2	28.8	75	1.78	247	245	9.86	17.04	18.23	98.53	1	0	44	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	1	.5172413793103449	28.8		6.6	22.2
6483	2	3467	5	6	0	10.4	5.5	15.9	0	1.78	247	245	9.86	17.04	18.23	98.53	1	0	44	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	1	0		15.9		
6483	2	3467	6	6	0	0	0	41.1	0	1.78	247	245	9.86	17.04	18.23	98.53	1	0	44	1	0	2	5	145	3	1	2	2	2	1	0	0	0	0	1	1	0		41.1		
6484	1	3468	1	5	1	4.6	2	6.6	14.91	1.21	250	248	7.73	39	12.51	27.62	1	1	45	1	0	5	3	145	3	1	2	3	0	0	0	0	0	0	2.5	1	.10282758620689655	6.6		4.6	2
6484	1	3468	2	5	0	9.6	2	11.6	7.46	1.21	250	248	7.73	39	12.51	27.62	1	1	45	1	0	5	3	145	3	1	2	3	0	0	0	0	0	0	2.5	1	.051448275862068966	11.6		9.6	2
6484	1	3468	3	5	0	11.6	2	13.6	4.26	1.21	250	248	7.73	39	12.51	27.62	1	1	45	1	0	5	3	145	3	1	2	3	0	0	0	0	0	0	2.5	1	.029379310344827585	13.6		11.6	2
6484	1	3468	5	5	0	8.55	2	10.55	0	1.21	250	248	7.73	39	12.51	27.62	1	1	45	1	0	5	3	145	3	1	2	3	0	0	0	0	0	0	2.5	1	0		10.55		
6484	1	3468	6	5	0	0	0	26.2	0	1.21	250	248	7.73	39	12.51	27.62	1	1	45	1	0	5	3	145	3	1	2	3	0	0	0	0	0	0	2.5	1	0		26.2		
6486	1	3469	1	5	1	21.98	3.5	25.48	93.48	9.86	253	232	3.72	19.44	22.99	15.55	1	1	55	1	0	4	2	112.5	1	1	2	2	0	0	0	0	0	0	2	1	.8309333333333334	25.48		21.98	3.5
6486	1	3469	2	5	0	26.98	3.5	30.48	46.74	9.86	253	232	3.72	19.44	22.99	15.55	1	1	55	1	0	4	2	112.5	1	1	2	2	0	0	0	0	0	0	2	1	.4154666666666667	30.48		26.98	3.5
6486	1	3469	3	5	0	28.98	3.5	32.48	26.71	9.86	253	232	3.72	19.44	22.99	15.55	1	1	55	1	0	4	2	112.5	1	1	2	2	0	0	0	0	0	0	2	1	.23742222222222223	32.48		28.98	3.5
6486	1	3469	4	5	0	38.35	34.17	72.52	148.31	9.86	253	232	3.72	19.44	22.99	15.55	1	1	55	1	0	4	2	112.5	1	1	2	2	0	0	0	0	0	0	2	1	1.3183111111111112	72.52		38.35	34.17
6486	1	3469	5	5	0	53.6	3.5	57.1	0	9.86	253	232	3.72	19.44	22.99	15.55	1	1	55	1	0	4	2	112.5	1	1	2	2	0	0	0	0	0	0	2	1	0		57.1		
6487	1	3470	1	6	1	5.56	4.5	10.06	21.8	2.13	245	248	18.23	98.53	12.51	27.62	1	0	43	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.24914285714285714	10.06		5.56	4.5
6487	1	3470	2	6	0	10.56	4.5	15.06	10.9	2.13	245	248	18.23	98.53	12.51	27.62	1	0	43	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.12457142857142857	15.06		10.56	4.5
6487	1	3470	3	6	0	12.56	4.5	17.06	6.23	2.13	245	248	18.23	98.53	12.51	27.62	1	0	43	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.0712	17.06		12.56	4.5
6487	1	3470	4	6	0	4.35	18	22.35	75	2.13	245	248	18.23	98.53	12.51	27.62	1	0	43	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	.8571428571428571	22.35		4.35	18
6487	1	3470	5	6	0	12.5	4.5	17	0	2.13	245	248	18.23	98.53	12.51	27.62	1	0	43	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	0		17		
6487	1	3470	6	6	0	0	0	47.1	0	2.13	245	248	18.23	98.53	12.51	27.62	1	0	43	1	0	1	1	87.5	7	0	1	1	0	0	0	0	0	0	1	1	0		47.1		
6492	2	3471	1	6	0	4.54	2	6.54	21.71	2.16	248	247	12.51	27.62	9.86	17.04	1	1	50	1	0	2	3	42.5	3	1	2	2	1	0	0	0	0	0	1	0	.5108235294117647	6.54		4.54	2
6492	2	3471	2	6	0	9.54	2	11.54	10.86	2.16	248	247	12.51	27.62	9.86	17.04	1	1	50	1	0	2	3	42.5	3	1	2	2	1	0	0	0	0	0	1	0	.2555294117647059	11.54		9.54	2
6492	2	3471	3	6	0	11.54	2	13.54	6.2	2.16	248	247	12.51	27.62	9.86	17.04	1	1	50	1	0	2	3	42.5	3	1	2	2	1	0	0	0	0	0	1	0	.14588235294117646	13.54		11.54	2
6492	2	3471	4	6	0	2.37	31.36	33.73	75	2.16	248	247	12.51	27.62	9.86	17.04	1	1	50	1	0	2	3	42.5	3	1	2	2	1	0	0	0	0	0	1	0	1.7647058823529411	33.73		2.37	31.36
6492	2	3471	5	6	0	12.45	2	14.45	0	2.16	248	247	12.51	27.62	9.86	17.04	1	1	50	1	0	2	3	42.5	3	1	2	2	1	0	0	0	0	0	1	0	0		14.45		
6492	2	3471	6	6	1	0	0	45.2	0	2.16	248	247	12.51	27.62	9.86	17.04	1	1	50	1	0	2	3	42.5	3	1	2	2	1	0	0	0	0	0	1	0	0		45.2		
6496	2	3472	1	3	1	26.52	2	28.52	162.02	18.24	246	376	9.62	30.34	13.21	24.01	1	0	42	1	0	2	3	145	3	1	2	2	0	1	0	0	0	0	1	1	1.1173793103448277	28.52		26.52	2
6496	2	3472	2	3	0	29.42	2	31.42	85.67	18.24	246	376	9.62	30.34	13.21	24.01	1	0	42	1	0	2	3	145	3	1	2	2	0	1	0	0	0	0	1	1	.5908275862068966	31.42		29.42	2
6496	2	3472	3	3	0	31.42	2	33.42	48.96	18.24	246	376	9.62	30.34	13.21	24.01	1	0	42	1	0	2	3	145	3	1	2	2	0	1	0	0	0	0	1	1	.3376551724137931	33.42		31.42	2
6497	2	3473	1	4	0	50.3	6.5	56.8	1229.09	37.49	248	9	12.51	27.62	32.91	764.19	1	0	50	1	1	4	2	67.5	1	1	2	2	0	0	0	1	0	0	2	0	18.20874074074074	56.8		50.3	6.5
6497	2	3473	2	4	0	55.5	6.5	62	614.55	37.49	248	9	12.51	27.62	32.91	764.19	1	0	50	1	1	4	2	67.5	1	1	2	2	0	0	0	1	0	0	2	0	9.104444444444443	62		55.5	6.5
6497	2	3473	3	4	0	57.5	6.5	64	351.17	37.49	248	9	12.51	27.62	32.91	764.19	1	0	50	1	1	4	2	67.5	1	1	2	2	0	0	0	1	0	0	2	0	5.202518518518518	64		57.5	6.5
6497	2	3473	4	4	1	71.03	36.7	107.73	386	37.49	248	9	12.51	27.62	32.91	764.19	1	0	50	1	1	4	2	67.5	1	1	2	2	0	0	0	1	0	0	2	0	5.718518518518518	107.73		71.03	36.7
6500	2	3474	1	6	1	8.04	5.5	13.54	28.43	2.93	255	244	14	33.94	27.81	36.64	1	0	43	1	0	2	4	37.5	3	0	1	2	0	2	0	0	0	0	2	1	.7581333333333333	13.54		8.04	5.5
6500	2	3474	2	6	0	13.04	5.5	18.54	14.21	2.93	255	244	14	33.94	27.81	36.64	1	0	43	1	0	2	4	37.5	3	0	1	2	0	2	0	0	0	0	2	1	.37893333333333334	18.54		13.04	5.5
6500	2	3474	3	6	0	15.04	5.5	20.54	8.12	2.93	255	244	14	33.94	27.81	36.64	1	0	43	1	0	2	4	37.5	3	0	1	2	0	2	0	0	0	0	2	1	.2165333333333333	20.54		15.04	5.5
6500	2	3474	4	6	0	8.31	25.46	33.77	134.45	2.93	255	244	14	33.94	27.81	36.64	1	0	43	1	0	2	4	37.5	3	0	1	2	0	2	0	0	0	0	2	1	3.585333333333333	33.77		8.31	25.46
6500	2	3474	5	6	0	16.3	5.5	21.8	0	2.93	255	244	14	33.94	27.81	36.64	1	0	43	1	0	2	4	37.5	3	0	1	2	0	2	0	0	0	0	2	1	0		21.8		
6500	2	3474	6	6	0	0	0	64.1	0	2.93	255	244	14	33.94	27.81	36.64	1	0	43	1	0	2	4	37.5	3	0	1	2	0	2	0	0	0	0	2	1	0		64.1		
6503	1	3475	1	3	1	47.38	2.5	49.88	373.52	37.05	247	862	9.86	17.04	11.98	30.43	1	0	62	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	3.3201777777777775	49.88		47.38	2.5
6503	1	3475	2	3	0	52.38	2.5	54.88	186.76	37.05	247	862	9.86	17.04	11.98	30.43	1	0	62	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	1.6600888888888887	54.88		52.38	2.5
6503	1	3475	3	3	0	54.38	2.5	56.88	106.72	37.05	247	862	9.86	17.04	11.98	30.43	1	0	62	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	.9486222222222223	56.88		54.38	2.5
6503	2	3476	1	6	1	7.9	4.5	12.4	27.12	2.76	247	244	9.86	17.04	27.81	36.64	1	0	24	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	.24106666666666668	12.4		7.9	4.5
6503	2	3476	2	6	0	12.9	4.5	17.4	13.56	2.76	247	244	9.86	17.04	27.81	36.64	1	0	24	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	.12053333333333334	17.4		12.9	4.5
6503	2	3476	3	6	0	14.9	4.5	19.4	7.75	2.76	247	244	9.86	17.04	27.81	36.64	1	0	24	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	.06888888888888889	19.4		14.9	4.5
6503	2	3476	4	6	0	15.64	26.56	42.2	75	2.76	247	244	9.86	17.04	27.81	36.64	1	0	24	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	.6666666666666666	42.2		15.64	26.56
6503	2	3476	5	6	0	15.55	4.5	20.05	0	2.76	247	244	9.86	17.04	27.81	36.64	1	0	24	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	0		20.05		
6503	2	3476	6	6	0	0	0	59.7	0	2.76	247	244	9.86	17.04	27.81	36.64	1	0	24	1	0	3	3	112.5	6	1	3	3	0	0	0	0	0	0	1	1	0		59.7		
6504	2	3477	1	4	0	20.18	5.5	25.68	128.18	14.34	261	219	7.64	40.15	65.84	27.46	1	1	37	1	0	1	2	27.5	1	0	1	2	0	0	0	0	0	0	1	2	4.661090909090909	25.68		20.18	5.5
6504	2	3477	2	4	1	25.18	5.5	30.68	64.09	14.34	261	219	7.64	40.15	65.84	27.46	1	1	37	1	0	1	2	27.5	1	0	1	2	0	0	0	0	0	0	1	2	2.3305454545454545	30.68		25.18	5.5
6504	2	3477	3	4	0	27.18	5.5	32.68	36.62	14.34	261	219	7.64	40.15	65.84	27.46	1	1	37	1	0	1	2	27.5	1	0	1	2	0	0	0	0	0	0	1	2	1.3316363636363635	32.68		27.18	5.5
6504	2	3477	4	4	0	22.8	22	44.8	109.99	14.34	261	219	7.64	40.15	65.84	27.46	1	1	37	1	0	1	2	27.5	1	0	1	2	0	0	0	0	0	0	1	2	3.9996363636363634	44.8		22.8	22
6506	1	3478	1	4	1	18.58	2.5	21.08	99.32	10.93	250	346	7.73	39	10.61	21.09	1	0	29	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	1.1350857142857143	21.08		18.58	2.5
6506	1	3478	2	4	0	23.58	2.5	26.08	49.66	10.93	250	346	7.73	39	10.61	21.09	1	0	29	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	.5675428571428571	26.08		23.58	2.5
6506	1	3478	3	4	0	25.58	2.5	28.08	28.38	10.93	250	346	7.73	39	10.61	21.09	1	0	29	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	.32434285714285715	28.08		25.58	2.5
6506	1	3478	5	4	0	56.95	2.5	59.45	0	10.93	250	346	7.73	39	10.61	21.09	1	0	29	1	0	2	2	87.5	1	1	2	2	0	0	0	0	0	0	1	1	0		59.45		
